ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.810890415965769,137.02658576772393,13454.431344927345,6.890678444984531,328.79835131343714,375.5448641942095,20.151194714179017,14.26794002017762,5.321607543684373,0
8.827500072434706,208.3801894756716,12725.450554063991,8.068473273318038,422.17293171999455,431.404961562515,6.826818138944654,30.544978105424228,5.123698026478767,1
8.061978796339918,274.58916717528166,45359.601735791315,2.8794450385287402,404.06437191606364,698.1831752415262,26.427047773934817,101.43703855989368,1.574525191980146,0
7.595304694689628,246.44497728191223,12852.536892550552,6.43630394626649,161.55996187750947,338.0030702419245,19.167254693938762,94.34451919721693,6.5354344294348,1
6.046065241548527,261.31222957228994,13961.511443367235,5.931586839865613,159.69978789658956,708.75477936852,6.401708739594719,48.57069606028616,4.410833212940918,0
6.045980821176709,231.75667334214347,38090.213989689204,8.411888579488576,207.26974709796534,161.69410168368404,28.945465609473793,51.449169055163374,3.1823531268141054,0
5.703292642588698,238.4553129035705,22762.12220130173,9.107827074571976,244.4298905364149,643.7589060460415,16.514232973388978,68.69098769089373,5.53923150097184,0
8.531616510212274,269.83913031306383,38947.17256928147,0.6154893290351746,263.382232563393,693.2833431383154,4.04115665240634,10.0265105153648,2.5441927504098043,0
7.603902541101231,149.93360177183717,3735.624799437069,6.90318923105853,371.8788867333381,227.27235698613714,19.55132132362188,36.536876964183065,5.1610590222779225,1
7.978254022286159,197.8849927286281,24634.774086832524,0.9924400916374256,122.67217286633417,401.2425726605403,9.089569396358687,32.90549894690359,1.2382672454334833,1
5.572045730035309,144.24188836392045,2163.87320907249,5.714157318234881,113.86908169042655,215.84984226455893,24.503416652564468,37.553124142473976,6.036448225655632,0
8.89468448256698,297.53360159932936,3601.333571040049,3.232510925914943,256.7642251775636,594.6228902959524,24.899018059853336,98.64964267867855,3.6890250821279107,1
8.413549242801476,288.81186793732263,45368.65394054834,3.4143776954603413,378.8654768551922,474.7434376431597,29.41052596393053,40.76412422010875,4.82015748614765,0
6.243186887373967,107.88536227370118,7392.645870320961,3.8531057827973876,177.37413718259302,544.7263426958248,16.052346868686104,31.067345425516297,2.3274269188401018,0
6.136387385224852,241.11503450313768,26854.823772623247,6.4022782659712965,356.6017925025007,237.5408768693478,14.73879263237664,65.46898068723347,5.062442275950688,1
6.1419157844870185,285.04966348313314,20849.232328734975,3.6734746738533075,203.9312551761198,248.22210343669366,23.09731695250146,105.2209540010005,5.633441655359659,0
6.564847850358382,136.1150690254667,17693.494649812714,7.460640980607664,454.43444352540655,129.04812785693446,5.709178377573943,36.548467422124986,3.8392791213063924,0
7.336647510712832,213.58904611052589,45041.75061151999,4.343010162951762,458.2759777066466,325.4472746370108,17.313634386207475,18.638986707207856,4.706361544370766,0
7.0118075652474054,283.09765951760835,1580.2581403867302,1.149355402944607,218.9148817125306,491.8212629335725,17.294932803663826,49.204520943463116,3.737955542934391,0
6.519301990693147,106.78919571715977,33357.58946569166,7.945718503599019,191.99750158529622,700.5544397981301,4.5052474386908425,92.24170070214755,6.364548215547073,0
7.641485131528328,239.484053449368,48188.024493570745,3.214704083630707,264.5215888264925,566.8492132210765,13.70355439419358,70.57595991642741,3.987215083085915,1
5.988228512282147,159.46980147451015,28228.325081361178,4.611285356192995,196.21263407205947,404.777426379826,25.891974359881655,99.84727065317821,6.050852254172913,1
6.522506269873263,284.8792390753061,46872.71187063804,7.0117168906080645,368.95353731668143,767.1840800758964,25.972301415850488,115.55513623701573,5.808112349621491,1
6.782266451527921,294.2116490330735,3086.7650246581766,3.658333492912764,430.42587381931423,603.4716404030823,4.778654617751068,97.19287244267788,3.4630289280901394,0
7.096244944759626,288.8532978226868,21230.26929417099,1.0375637333937984,369.2368523644868,751.115642003785,4.5401847169392635,76.41833867281288,2.3805069511448504,0
8.248115864875547,194.84284333149276,13377.810652621532,4.052249946621729,429.7401788997398,469.31158129051596,9.355473356054189,64.26757468576184,3.436492795358626,0
6.198858237554259,272.40853019786266,36675.637766546126,9.472261535595882,258.79686488298967,281.2329923551977,26.493449751511818,14.407599498309335,5.957304254651321,0
7.29982053444764,268.90987970701406,49074.20597961371,6.596476774336303,162.52678828354433,136.97868045530538,5.60927238205797,118.27541766954454,2.3657952149163544,0
7.573450991017149,163.82009464865112,13198.238090990266,6.879051912338466,395.1803789590369,608.2593960386953,22.159910473568495,52.182923483254676,4.146618075146496,0
5.662576444519992,265.7830948301355,32881.64277296669,6.506680459557579,244.18980205662155,184.9120986038739,4.83263734916689,26.74510353085535,5.8365804877644845,1
7.626406981655034,107.40152694309853,10305.832821607137,2.3904253201146495,368.508330091653,311.94258979037704,19.44785990493911,83.33797409361024,3.120864850770273,0
6.096834432905521,219.2539756964106,28483.84760129469,4.474171708971661,208.25757679270626,472.7296355187282,11.969884375336054,41.271711800500526,4.853257822016184,1
5.7276805754484785,146.0017674575406,23464.65809107264,7.633928084451523,132.49185392266907,495.0916114458234,24.089590963044277,74.43560980241524,2.473789444292887,0
8.821099380386666,124.11337715545577,48614.263816761086,1.4630425267550118,497.03271819510536,520.4082378909952,8.54333256711018,74.54446986290503,1.6556766722089595,1
8.879712115760958,115.39064032584183,30622.099998475096,3.1396013728522663,162.4806031722397,216.37873124479046,19.897651222918874,59.030280299315606,5.766305350557138,0
8.329390718407614,239.25775517562795,17800.56541829753,3.125031530425609,495.3683975853924,365.81618337515414,8.599110968124778,101.97304770995468,1.593811740452241,1
6.566148192106797,167.9749927536132,6147.741351952702,4.604179812147807,490.9119730265789,532.0359589818767,21.982487927140305,39.14637677109873,2.6282883704775077,1
5.841852399022343,244.9533543057523,7986.71802237926,9.813503038950758,417.52724156321585,778.8732052436493,26.462984967700965,59.349585077950756,6.1306565319846404,0
7.894815592792549,113.07126815978847,11653.188032586137,1.1412741934963084,363.76918483279906,609.3417963897821,5.550450375549281,69.14613414500687,3.078815722472003,0
7.0405337280886044,163.05806756612208,12922.849736344751,5.427659446615653,331.12282010043384,745.8226299657705,26.2646792806741,82.99871928440295,6.838272097084967,1
5.927133821956726,207.89825847506745,42605.49486313632,2.2039644791159994,446.4406181511339,633.5484408199239,18.62010712360034,96.23690355561484,6.878406008643158,0
7.233119185389445,258.14463296779275,28280.528019984984,9.721427181392569,215.77580864779517,514.2018782246803,5.559093744276671,53.42880111660817,2.60965612272134,0
5.620359823903264,163.75050058641398,26407.850113031138,1.5763832949109098,287.0724849939508,234.4163583954412,13.971171950071936,81.06516385062557,1.2458693334993427,0
8.682621407275738,225.17827528740182,6181.059157526265,4.334209522435117,347.7559877466008,566.6799563247591,6.504088217582741,26.567204837537105,5.2303797052322745,1
6.405729935600059,277.1955496472374,43076.91482079703,7.509907355928759,264.47619034779643,536.3656961719349,21.609740888263946,112.59129105967264,3.7059190158900623,0
7.818827995238937,223.17263763646093,36279.30800881994,7.19326706626073,270.9945816361072,521.7284193200865,23.24830776370259,52.13646870631039,1.6045170637574577,1
6.590988766312938,146.59189495072675,3849.5839140500784,4.515922050492357,232.11386700083375,442.8501075917685,4.962302567638371,90.24735641740823,5.245136913868257,1
7.320238074122338,104.8801563113076,35537.83731287355,3.7919795955508233,325.6927266738144,470.0596227924929,16.17191587545004,12.237519007039541,1.1870494546715273,0
7.4134859777014785,274.01977478018597,27405.14175846098,4.277317596252271,440.2298112060464,334.10976898267285,24.80950156872568,32.570585719528765,6.221180142953453,1
6.146990594339345,104.25388217007743,4545.404614465524,3.010624500007073,180.61135120252516,463.5188848496122,28.212565163427904,63.57907987559358,1.8319151746798223,0
8.893546197175954,274.9403345368399,23185.881755668495,2.450662917714598,473.77321550137657,238.28913397493477,16.37850026876956,106.60777145055812,1.76387127248035,0
8.2129648817639,205.7874268054424,24492.466212937325,5.088877126809455,375.63506149929185,663.6220781522637,28.607818261119398,67.99806649457449,2.054033787811507,1
8.788246295474663,287.81353970257925,8705.83973808215,3.0510706826422695,429.3092850720121,230.04386828909546,16.999291172768835,112.2857530523267,6.761598150952399,1
